"word","phonetic","meaning_zh","example","tags"
"itself","ɪt'sɛlf","它自己；自身","The cat lay on the sofa, washing itself.","CET4luan_2"
"jacket","'dʒækɪt","短上衣，茄克衫","a suede jacket","CET4luan_2"
"jail","dʒel","监狱","He’s been in jail for three months already.","CET4luan_2,CET6_1"
"jam","dʒæm","果酱","strawberry jam","CET4luan_2"
"January","'dʒænjʊ'ɛri","一月","We always have snow in January.","CET4luan_2"
"Japan","dʒə'pæn","日本，日本国","We set sail from China for Japan.","CET4luan_2"
"Japanese",",dʒæpə'niz","日本的","a Japanese car","CET4luan_2"
"jar","dʒɑr","罐子，坛子，广口瓶","a jam jar","CET4luan_2"
"jaw","dʒɔ","颌，颚","a broken jaw","CET4luan_2"
"jazz","dʒæz","爵士音乐，爵士舞曲","a jazz band","CET4luan_2"
"jealous","'dʒɛləs","妒忌的","Why are you so jealous of his success?","CET4luan_2"
"jeopardize","'dʒɛpɚdaɪz","危害，危及","large-scale military offensives which could jeopardize the UN peace process","CET6_1"
"jet","dʒɛt","喷气式飞机；喷嘴","He owns a private jet.","CET4luan_2"
"jewel","'dʒuəl","宝石；宝石饰物","a golden box containing precious jewels","CET4luan_2"
"jewish","'dʒʊɪʃ","犹太人的","the Jewish religion","CET4luan_2"
"job","dʒɒb","职业；工作；零活","Do you enjoy your job?","CET4luan_2"
"join","dʒɔɪn","参加；连接","Many sacrificed their weekend to join the hunt for the missing girl.","CET4luan_2"
"joint","dʒɔɪnt","关节；接头，接缝","a permanently damaged knee joint","CET4luan_2"
"joke","dʒok","笑话","I couldn’t go out with someone for a joke, could you?","CET4luan_2"
"jolly","'dʒɑli","快活的；令人高兴的","Everybody was in a very relaxed and jolly mood.","CET4luan_2"
"journal","'dʒɝnl","日报，杂志；日志","the British Medical Journal","CET4luan_2"
"journalist","'dʒɝnəlɪst","记者，新闻工作者","a well-known journalist and broadcaster","CET4luan_2"
"journey","'dʒɝni","旅行，旅程","the friends they made on the journey","CET4luan_2"
"joy","dʒɔɪ","欢乐，喜悦；乐事","the look of joy on her face","CET4luan_2"
"joyful","'dʒɔɪfl","十分喜悦的，快乐的","A wedding is a joyful celebration of love.","CET4luan_2"
"judge","dʒʌdʒ","法官；裁判员","The trial judge specifies the number of years to be spent in prison.","CET4luan_2"
"judgement","'dʒʌdʒmənt","判断；意见；审判","good/poor/sound judgement","CET4luan_2"
"judicial","dʒʊ'dɪʃəl","司法的","...an independent judicial system.","CET6_1"
"juice","dʒus","（水果等）汁，液","a carton of orange juice","CET4luan_2"
"July","dʒʊˈlaɪ","七月","Laura came over to England last July.","CET4luan_2"
"jump","dʒʌmp","跳；暴涨","How high can you jump?","CET4luan_2"
"June","dʒun","六月","He spent two and a half weeks with us in June 1986.","CET4luan_2"
"jungle","'dʒʌŋɡl","丛林，密林，莽丛","the Amazon jungle","CET4luan_2"
"junior","'dʒunɪɚ","青少年的","the junior football club","CET4luan_2"
"jury","'dʒʊri","陪审团；评奖团","the members of the jury","CET4luan_2,CET6_1"
"just","dʒʌst","正好；只是；刚才","A good strong cup of coffee is just what I need right now.","CET4luan_2"
"justice","'dʒʌstɪs","司法；正义，公正","a book on the criminal justice system","CET4luan_2,CET6_1"
"justifiable","'dʒʌstɪfaɪəbl","理所应当的","justifiable anger","CET6_1"
"justified","'dʒʌstɪfaɪd","正当的","In the Chief Constable’s view, the use of force was fully justified.","CET6_1"
"justify",,"证明…是正当的","How can they justify paying such huge salaries?","CET4luan_2"
"keen","kin","热心的；激烈的","a keen sportsman","CET4luan_2,CET6_1"
"keep","kip","保持；坚持","The noise kept him awake.","CET4luan_2"
"keeper","'kipɚ","饲养员；看护人","a beekeeper","CET4luan_2"
"kettle","'kɛtl","水壶；锅","She filled the kettle and switched it on.","CET4luan_2"
"key","kiː","钥匙；键；答案","A bunch of keys hung from his belt.","CET4luan_2"
"keyboard","'ki'bɔrd","键盘","a computer keyboard","CET4luan_2"
"kick","kɪk","踢","He kicked the door hard.","CET4luan_2"
"kid","kɪd","小孩，儿童；少年","She’d always loved animals since she was a little kid.","CET4luan_2"
"kidnap","'kɪdnæp","绑架","Police appealed for wit­nesses after a woman was kidnapped at gunpoint.","CET6_1"
"kill","kɪl","杀死；扼杀；消磨","Why did she kill her husband?","CET4luan_2"
"kilogram","'kɪləɡræm","千克，公斤","By comparison, one kilogram of tomatoes requires 160 litres of water.","CET4luan_2"
"kilometre","kɪ'lɔmɪtɚ","千米，公里","He was a kilometre out from home when the storm struck.","CET4luan_2"
"kind","kaɪnd","种类","Get me a sandwich – any kind will do.","CET4luan_2"
"kindness","'kaɪndnəs","仁慈，好意","I can’t thank you enough for your kindness.","CET4luan_2"
"king","kɪŋ","国王，君主","On 2 December Henry VI was crowned king (= made the king at an official ceremony ).","CET4luan_2"
"kingdom","'kɪŋdəm","王国；界","the United Kingdom","CET4luan_2"
"kiss","kɪs","吻","Maggie leaned forward and kissed her cheek.","CET4luan_2"
"kitchen","'kɪtʃɪn","厨房，灶间","Sam went into the kitchen to make a pot of tea.","CET4luan_2"
"kite","kaɪt","风筝","She has a blue and green kite.","CET4luan_2"
"knee","ni","膝，膝盖，膝关节","Lucy had a bandage round her knee.","CET4luan_2"
"kneel","nil","跪，跪下，跪着","Tom knelt down and patted the dog.","CET4luan_2"
"knife","naɪf","小刀，刀，餐刀","a knife and fork","CET4luan_2"
"knit","nɪt","把…编结","I had endless hours to knit and sew.","CET4luan_2"
"knob","nɑb","门把，拉手；旋纽","He thought the door was locked, but he turned the knob and the door opened.","CET4luan_2"
"knock","nɑk","敲，击，打","I knocked and knocked but nobody answered.","CET4luan_2"
"knot","nɑt","（绳的）结；（树的）节","One lace had broken and been tied in a knot.","CET4luan_2"
"know","no","知道；认识；通晓","Who knows the answer?","CET4luan_2"
"knowledge","'nɑlɪdʒ","知识，学识；知道","He did not have much knowledge of American history.","CET4luan_2"
"lab","læb","实验室，研究室","the school science lab","CET4luan_2"
"label","ˈlebəl","标签；标记，符号","a luggage label","CET4luan_2"
"laboratory","'læbrə'tɔri","实验室，研究室","a research laboratory","CET4luan_2"
"labour","'leibə","劳动；工作；劳工","The garage charges £30 an hour for labour.","CET4luan_2"
"lace","les","鞋带，系带；花边","Barry was sitting on the bed, tying the laces of an old pair of running shoes.","CET4luan_2"
"lack","læk","缺乏，不足","Too many teachers are treated with a lack of respect.","CET4luan_2,CET6_1"
"ladder","'lædɚ","梯子，梯状物","She climbed up the ladder.","CET4luan_2"
"lady","'ledi","女士，夫人；贵妇人","Lady Spencer","CET4luan_2"
"lag","læɡ","落后；走得慢","She stopped to wait for Ian who was lagging behind.","CET4luan_2,CET6_1"
"lake","lek","湖","Lake Michigan","CET4luan_2"
"lamb","læm","羔羊，小羊；羔羊肉","The lost lamb bleated.","CET4luan_2"
"lame","lem","跛的；瘸的，残废的","a lame dog","CET4luan_2"
"lamp","læmp","灯","She switched on the bedside lamp.","CET4luan_2"
"land","lænd","土地；陆地","They own a lot of land.","CET4luan_2"
"landing","'lændɪŋ","上岸，登陆，着陆","take-off and landing procedures","CET4luan_2"
"landlady","'lændledi","女房东；女地主","There was a note under the door from my landlady.","CET4luan_2"
"landlord","'lændlɔrd","地主；房东；店主","His landlord doubled the rent.","CET4luan_2"
"landmark","'lændmɑrk","有重大意义或影响的",,"CET6_1"
"lane","len","（乡间）小路；跑道","a quiet country lane","CET4luan_2"
"language","'læŋɡwɪdʒ","语言；语言课程","How many languages do you speak?","CET4luan_2"
"lantern","'læntɚn","提灯，灯笼","Light the lantern, take it and go down stairs.","CET4luan_2"
"lap","læp","〔坐着时的〕大腿部；一圈","Shannon sat on her mother’s lap.","CET4luan_2"
"large","lɑrdʒ","大的；巨大的","Los Angeles is the second largest city in the US.","CET4luan_2"
"largely","'lɑrdʒli","大部分；大量地","The state of Nevada is largely desert.","CET4luan_2"
"laser","'lezɚ","激光","laser surgery","CET4luan_2"
"last","læst","最后的","I didn’t read the last chapter of the book.","CET4luan_2"
"late","let","迟的","Sorry I’m late – I overslept.","CET4luan_2"
"lately",,"最近，不久前","What have you been doing lately?","CET4luan_2"
"later","'letɚ","后来；过一会儿","I’m going out for a bit – I’ll see you later.","CET4luan_2"
"Latin","'lætn","拉丁的","a Latin inscription","CET4luan_2"
"latter","'lætɚ","（两者中）后者的","In the latter case, buyers pay a 15% commission.","CET4luan_2"
"laugh","læf","笑，发笑","Maria looked at him and laughed.","CET4luan_2"
"laughter","'læftɚ","笑，笑声","Foster joined in the laughter.","CET4luan_2"
"launch","lɔntʃ","发射，投射；发动","A test satellite was launched from Cape Canaveral.","CET4luan_2,CET6_1"
"laundry","'lɔndri","洗衣房，洗衣店","We had to have the washing done at the laundry.","CET4luan_2"
"lavatory","'lævətɔri","盥洗室，厕所","the ladies' lavatory","CET4luan_2"
"law","lɔ","法律；法令；法则","Elected officials ought to obey the law.","CET4luan_2"
"lawn","lɔn","草地，草坪，草场","I spent all morning mowing the lawn (= cutting the grass ).","CET4luan_2,CET6_1"
"lawsuit","'lɔsut","诉讼","The dispute culminated last week in a lawsuit against the government.","CET6_1"
"lawyer","'lɔjɚ","律师；法学家","Prosecution and defence lawyers are expected to deliver closing arguments next week.","CET4luan_2"
"lay","le","置放；铺设；设置","She laid the baby down gently on the bed.","CET4luan_2"
"layer","'leɪr","层；层次","A thin layer of dust covered everything.","CET4luan_2"
"layman","'lemən","门外汉","To the layman (= laymen in general ) all these plants look pretty similar.","CET6_1"
"layout",,"布局，安排，设计","All the flats in the building had the same layout.","CET4luan_2,CET6_1"
"lazy","'lezi","懒惰的，懒散的","the laziest boy in the class","CET4luan_2"
"lead","lid","铅，铅制品","drinking water supplied by old-fashioned lead pipes","CET4luan_2"
"leader","'lidɚ","领袖，领导人；首领","the largest ever gathering of world leaders","CET4luan_2"
"leadership","'lidɚʃɪp","领导","The US must now take a firm leadership role.","CET4luan_2"
"leading","'lidɪŋ","最主要的","The army played a leading role in organizing the attempted coup.","CET4luan_2"
"leaf","lif","叶，叶子","a flowering bush with large shiny leaves","CET4luan_2"
"league","lig","联合会；同盟，联盟","He makes his football league debut tomorrow.","CET4luan_2"
"leak","lik","漏；泄露","The roof is leaking.","CET4luan_2"
"lean","lin","倾斜，屈身；靠","They were leaning forward, facing each other.","CET4luan_2"
"leap","lip","跳，跃","She leapt over the fence.","CET4luan_2"
"learn","lɝn","学，学习","What’s the best way to learn a language?","CET4luan_2"
"learned","'lɝnd; lɝ​nɪd","有学问的；学术上的","a learned professor","CET4luan_2"
"learning","'lɝnɪŋ","学问，知识；学习","a man of great learning","CET4luan_2"
"least","list","最少的","He's the best teacher, even though he has the least experience.","CET4luan_2"
"leather","'lɛðɚ","皮革；皮革制品","The inside of the bag was lined with soft leather.","CET4luan_2"
"leave","liv","离去","My baby gets upset when I leave the room.","CET4luan_2"
"lecture","'lɛktʃɚ","演讲，讲课","He regularly gives lectures on modern French literature.","CET4luan_2"
"left","lɛft","左边的","She held out her left hand.","CET4luan_2"
"leg","lɛɡ","腿，腿部","a young boy with skinny legs","CET4luan_2"
"legal","'ligl","法律的；合法的","a legal adviser","CET4luan_2"
"legalize","'liɡəlaɪz","合法化","Divorce was legalized in 1981.","CET6_1"
"legend","'lɛdʒənd","传说，传奇","Local legend has it that (= says that ) the island was the original Garden of Eden.","CET4luan_2,CET6_1"
"legislation",",lɛdʒɪs'leʃən","立法","This is a very important piece of legislation (= law ).","CET6_1"
"legislator","'lɛdʒɪsletɚ","立法者","...an attempt to get U.S. legislators to change the system.","CET6_1"
"leisure","'liʒɚ","空闲时间；悠闲","Most people now enjoy shorter working hours and more leisure time.","CET4luan_2"
"lemon","'lɛmən","柠檬，柠檬树","a slice of lemon","CET4luan_2"
"lend","lɛnd","把…借给；贷（款）","The hospital agreed to lend us a wheelchair.","CET4luan_2"
"length","[leŋθ]","长，长度；一段","We measured the length and width of the living room.","CET4luan_2"
"lens","lɛnz","镜头；透镜，镜片","a standard 50mm lens","CET4luan_2"
"less","lɛs","更少的","Doctors recommend eating less salt.","CET4luan_2"
"lessen","'lɛsn","减少，减轻；缩小","Gradually her anxiety lessened.","CET4luan_2,CET6_1"
"lesson","'lɛsn","功课，课；课程","piano lessons","CET4luan_2"
"lest","lɛst","以免；惟恐","She turned away from the window lest anyone see them.","CET4luan_2,CET6_1"
"let","lɛt","允许，让；使","I can’t come out tonight – my dad won’t let me.","CET4luan_2"
"letter","'lɛtɚ","信；字母","I got a letter from Melanie today.","CET4luan_2"
"level","'lɛvl","水平面","Your arms should be at the same level as your desk.","CET4luan_2"
"lever","'lɛvɚ","控制杆；杆，杠杆","Pull this lever to open the gate.","CET4luan_2"
"liability","'laɪə'bɪləti","责任；债务","The company had assets of $138 million and liabilities of $120.5 million.","CET6_1"
"liable","'laɪəbl","易于…的；可能的","The car is liable to overheat on long trips.","CET4luan_2"
